Item1 Item2.X Item2.Y
161.0536192 414.8271 483.0025 
161.0619904 414.8659 483.1109 
161.0702464 414.799 483.0087 
161.0787712 414.8168 482.99 
161.0869632 414.8358 483.0514 
161.0952576 414.8414 483.0951 
161.1079296 414.8137 483.0181 
161.1119744 414.9212 483.0769 
161.1202816 414.8622 483.0608 
161.1285888 414.8487 483.096 
161.1369344 414.868 483.1044 
161.1452416 414.908 483.0523 
161.1535616 414.8876 483.0866 
161.162304 414.8503 483.0977 
161.170304 414.8201 483.13 
161.1785344 414.8634 483.1059 
161.186944 414.8488 482.9559 
161.195328 414.8661 483.1458 
161.2035456 414.8638 483.0044 
161.2119168 414.8511 483.0635 
161.2203008 414.8374 483.0314 
161.2285056 414.8596 483.1057 
161.2397696 414.875 483.1312 
161.245184 414.8862 483.1292 
161.2535296 414.8495 483.098 
161.2618496 414.8355 483.0536 
161.2701824 414.9145 483.1109 
161.2784896 414.8449 483.1445 
161.2868608 414.8793 483.1157 
161.2953472 414.8612 483.0114 
161.3034752 414.8615 483.119 
161.3173504 414.8412 483.0932 
161.3209984 414.9084 483.0331 
161.328512 414.9048 483.041 
161.3368448 414.919 483.1331 
161.3451264 414.9021 482.9881 
161.3535872 414.8948 482.9658 
161.3618432 414.8386 483.0013 
161.3701888 414.9012 483.0406 
161.3784832 414.8983 483.0208 
161.3867904 414.9 483.1006 
161.3950976 414.8506 482.9881 
161.4034176 414.8586 483.1364 
161.4118144 414.9342 483.0202 
161.420224 414.8736 483.0006 
161.4284288 414.8455 482.9944 
161.4396288 414.8518 483.0275 
161.44512 414.9804 482.9956 
161.4534016 414.9227 483.1271 
161.4617984 414.8841 483.0164 
161.47008 414.8849 482.9281 
161.4783872 414.9112 483.0782 
161.4867712 414.8512 483.02 
161.4951296 414.867 483.0681 
161.5033856 414.8926 483.0497 
161.5123328 414.9457 483.1561 
161.5200384 414.9286 483.1322 
161.5286656 414.9312 483.0025 
161.5367296 414.8622 482.9273 
161.545472 414.7286 482.9844 
161.5533696 414.6222 483.1003 
161.5617408 414.52 483.0343 
161.5700224 414.3513 483.026 
161.5784192 414.0433 482.8443 
161.5867136 413.8523 482.5209 
161.5954688 413.6339 482.4537 
161.6033152 413.4456 482.4052 
161.6116992 412.9987 482.0882 
161.6200704 412.7852 482.1461 
161.6283264 412.377 482.0049 
161.636672 412.0392 481.7321 
161.6450432 411.8419 481.7405 
161.6533376 411.3962 481.4438 
161.6621312 411.1064 481.2552 
161.6700672 410.9245 481.0499 
161.6783872 410.7085 480.7392 
161.6866944 410.3064 480.4471 
161.6952192 410.1474 480.0544 
161.7032832 409.8763 479.7332 
161.7119616 409.833 479.444 
161.7199872 409.7895 479.2457 
161.7300992 409.6486 478.8377 
161.73664 409.5813 478.5857 
161.7449728 409.5934 478.305 
161.7532672 409.5161 477.6858 
161.7616256 409.4975 477.4316 
161.76992 409.4659 477.5334 
161.77824 409.4731 477.4522 
161.7869568 409.4066 477.3246 
161.7949696 409.4731 477.4539 
161.8032768 409.5259 477.5688 
161.8115968 409.4716 477.4648 
161.8199168 409.4596 477.4534 
161.8282112 409.4848 477.5413 
161.8370944 409.4494 477.5407 
161.8453376 409.4533 477.5615 
161.8532352 409.4066 477.5022 
161.8615936 409.4084 477.45 
161.8699136 409.4367 477.6294 
161.878272 409.4592 477.5258 
161.8865536 409.4269 477.539 
161.8948992 409.4957 477.5545 
161.9033088 409.4465 477.489 
161.911552 409.4475 477.5148 
161.9202432 409.4969 477.5793 
161.9282304 409.4318 477.5196 
161.9364864 409.5015 477.6471 
161.944896 409.448 477.6274 
161.953216 409.5734 477.773 
161.961536 409.6874 477.8074 
161.9699328 409.8889 477.9164 
161.9781504 409.9523 478.0741 
161.98656 410.0546 478.0826 
161.9948672 410.0131 478.1433 
162.003136 410.0652 478.2539 
162.01152 410.1595 478.3241 
162.0198656 410.1794 478.4215 
162.0281472 410.2249 478.4268 
162.0365824 410.1184 478.3622 
162.0449152 410.0321 478.3409 
162.0536064 410.0746 478.3498 
162.0619136 410.0325 478.3346 
162.0697728 410.0354 478.2979 
162.078144 410.0998 478.3655 
162.0864896 410.0594 478.3021 
162.094912 410.048 478.2324 
162.1030912 410.117 478.3258 
162.1114752 410.1179 478.3359 
162.1199232 410.118 478.2719 
162.1281152 410.0454 478.3445 
162.1419264 410.1367 478.2653 
162.145536 410.1119 478.1751 
162.153088 410.1241 478.3724 
162.1614592 410.1854 478.3215 
162.1698816 410.0723 478.3031 
162.1782272 410.0677 478.2556 
162.1864448 410.1079 478.2324 
162.1947392 410.1585 478.2964 
162.2030592 410.1682 478.3321 
162.2114304 410.0887 478.1126 
162.219712 410.1084 478.1763 
162.228032 410.1375 478.2104 
162.236416 410.1217 478.2141 
162.2447616 410.2037 478.3479 
162.253056 410.1735 478.2363 
162.2617984 410.1341 478.1184 
162.2696832 410.1412 478.0719 
162.2780032 410.1321 478.2019 
162.2865024 410.1197 478.1109 
162.2947968 410.1075 478.1359 
162.3030272 410.1598 478.0992 
162.3114496 410.161 478.1831 
162.3196672 410.0892 478.1816 
162.3284736 410.1579 478.218 
162.3367552 410.1513 478.189 
162.3474048 410.2437 478.2556 
162.3529856 410.1913 478.1755 
162.3616768 410.1629 478.2097 
162.3698048 410.1004 478.0928 
162.3779584 410.1818 478.2159 
162.3862912 410.2079 478.1985 
162.3947648 410.141 478.1511 
162.4029568 410.1384 478.1654 
162.4117632 410.1749 478.1768 
162.4196608 410.1428 478.2314 
162.4279936 410.1996 478.2427 
162.4363904 410.1325 478.2736 
162.444608 410.1948 478.0843 
162.4529664 410.1515 478.0757 
162.4614016 410.1313 478.1231 
162.4696192 410.1943 478.166 
162.4784 410.1251 477.9587 
162.4867328 410.2035 478.1619 
162.4946304 410.2113 478.1906 
162.5029504 410.1654 478.1686 
162.511232 410.236 478.1183 
162.5196416 410.1916 478.1298 
162.5278976 410.2357 478.237 
162.5362816 410.2426 478.196 
162.544704 410.236 478.1069 
162.5557632 410.1992 478.1086 
162.56192 410.1847 478.086 
162.569536 410.2273 478.1023 
162.5778688 410.2585 478.0868 
162.5862528 410.2328 478.1253 
162.5946112 410.2408 478.1162 
162.6028544 410.1847 478.0791 
162.6112384 410.2371 478.2103 
162.619584 410.2427 478.0551 
162.6278912 410.2245 478.0573 
162.6361728 410.2366 478.0297 
162.6445568 410.2152 478.0279 
162.6528384 410.2719 478.1898 
162.6612096 410.2319 478.0932 
162.6695552 410.2427 478.116 
162.6779136 410.2356 478.0766 
162.6866304 410.2462 478.0985 
162.6944768 410.2357 478.123 
162.7028096 410.205 478.0536 
162.711232 410.2351 478.116 
162.7194752 410.2283 478.0582 
162.7278208 410.3149 478.2294 
162.7362688 410.271 478.0496 
162.7444992 410.2711 478.1173 
162.7532544 410.2466 478.1816 
162.7638784 410.278 478.0992 
162.7694848 410.3156 478.1648 
162.7778048 410.2948 478.125 
162.7861248 410.2228 478.0119 
162.794624 410.2883 478.1008 
162.8028032 410.1708 478.0293 
162.811136 410.2706 478.1113 
162.8194304 410.3142 478.1768 
162.8306048 410.3066 478.1164 
162.836544 410.2224 478.1293 
162.844416 410.2738 478.1523 
162.8527488 410.2373 477.9809 
162.8611072 410.2254 478.0527 
162.869632 410.2581 478.1031 
162.8777216 410.2701 478.2368 
162.8860928 410.2109 477.9737 
162.8945792 410.2267 478.0568 
162.9027712 410.2192 478.05 
162.9138816 410.2727 478.1212 
162.9194496 410.2528 478.0875 
162.9277696 410.3454 478.2142 
162.9360768 410.1843 478.0758 
162.944448 410.2348 478.041 
162.9527168 410.2197 477.9655 
162.9611008 410.278 478.0763 
162.9695872 410.243 477.9276 
162.9777152 410.2077 477.9853 
162.9864064 410.1718 477.9508 
162.9944192 410.2683 478.0757 
163.0027264 410.2909 478.0608 
163.0109952 410.2664 478.0174 
163.0194432 410.2153 477.8891 
163.0276864 410.2799 478.0122 
163.0384128 410.1954 477.9681 
163.0444032 410.3193 478.046 
163.0527104 410.3032 477.9968 
163.0610304 410.317 477.9686 
163.0693248 410.2447 477.9531 
163.0776704 410.2511 477.8895 
163.086464 410.3193 478.1134 
163.094464 410.2733 478.0306 
163.1026304 410.2256 477.8712 
163.1110016 410.269 477.9504 
163.1193472 410.3001 478.0996 
163.127616 410.1889 477.9987 
163.1359744 410.2875 478.0751 
163.1445632 410.2468 477.9507 
163.15264 410.3301 478.0789 
163.1612928 410.3104 478.1355 
163.1693568 410.2799 478.0122 
163.1789312 410.2955 478.0199 
163.186368 410.2524 477.9401 
163.1943168 410.2838 478.0122 
163.2026624 410.2851 477.9987 
163.2109184 410.2974 478.0827 
163.2193152 410.3093 478.0951 
163.2275584 410.2203 477.9662 
163.2359552 410.2974 478.0827 
163.2442112 410.2752 478.0517 
163.252544 410.2646 478.0525 
163.260864 410.2859 478.0487 
163.269248 410.2892 478.1004 
163.2775936 410.2797 478.1169 
163.2859392 410.2192 477.8891 
163.2942848 410.2465 478.0613 
163.3026304 410.2231 477.8659 
163.3113856 410.2598 478.0228 
163.3192192 410.2498 478.0295 
163.3275008 410.2005 477.878 
163.335936 410.2237 477.9501 
163.3442048 410.2398 478.0235 
163.3525248 410.2846 478.0461 
163.3609728 410.2837 478.0445 
163.3692416 410.2205 477.9037 
163.382272 410.27 478.0824 
163.3858816 410.3289 478.1212 
163.3941632 410.2974 478.0519 
163.4025344 410.2778 478.0083 
163.4110208 410.2462 477.9391 
163.4192128 410.2791 477.9144 
163.4274816 410.282 478.0139 
163.4361856 410.2879 478.0755 
163.4441344 410.3093 478.067 
163.4525312 410.3078 478.1035 
163.4608512 410.2856 477.9663 
163.4691328 410.2963 477.9393 
163.47744 410.222 477.9466 
163.486272 410.2831 478.0006 
163.4945152 410.259 477.9487 
163.502464 410.2631 477.9568 
163.5107584 410.3269 478.0958 
163.5192064 410.2305 477.9206 
163.5274752 410.1911 477.767 
163.5358336 410.2162 477.9485 
163.544128 410.2786 478.042 
163.5525376 410.2466 477.9242 
163.560768 410.2815 477.9247 
163.5725952 410.1868 477.9546 
163.5774208 410.3169 477.9512 
163.5857792 410.3024 478.0644 
163.5940736 410.3579 478.1724 
163.602688 410.308 478.0513 
163.6107264 410.2845 477.9227 
163.6194304 410.3051 478.0827 
163.6274176 410.3436 478.0942 
163.6357888 410.2173 477.9942 
163.6440832 410.3372 478.0891 
163.652416 410.32 478.0954 
163.6611072 410.2605 477.9544 
163.6691072 410.2667 478.0218 
163.6773888 410.3057 477.9717 
163.6856704 410.3144 477.9666 
163.69408 410.2511 477.8818 
163.7024 410.2233 477.9072 
163.7107072 410.2299 477.9409 
163.7190912 410.2491 477.9246 
163.7273216 410.3098 477.9159 
163.7385216 410.2367 477.8477 
163.7440256 410.167 477.8426 
163.7523456 410.2656 477.9549 
163.7606272 410.2838 477.9702 
163.7690624 410.3179 477.9929 
163.7773056 410.3012 477.7858 
163.7856896 410.2621 477.9485 
163.7941376 410.2871 477.9734 
163.8023296 410.2587 477.8559 
163.811008 410.302 478.0121 
163.8189824 410.2486 477.9762 
163.8272896 410.2184 477.8186 
163.8356992 410.2463 477.8814 
163.8439552 410.2755 477.9454 
163.8522752 410.2625 477.8684 
163.8610944 410.2683 477.8789 
163.8689792 410.2252 477.959 
163.877248 410.2581 477.8647 
163.8855936 410.2357 477.8857 
163.8942208 410.225 477.8723 
163.9022848 410.2801 477.9237 
163.9109504 410.3473 478.0273 
163.9190656 410.2271 477.8575 
163.9272576 410.3009 477.909 
163.9355648 410.2867 477.8927 
163.9439616 410.2053 477.8687 
163.9522304 410.2819 477.9416 
163.960576 410.2937 477.9164 
163.9689216 410.2943 477.8931 
163.977216 410.2453 477.826 
163.9856384 410.2986 477.9243 
163.993984 410.3264 477.9569 
164.0061056 410.3047 478.0388 
164.0105344 410.2559 477.8692 
164.0189184 410.2419 477.8794 
164.0272256 410.2636 477.9091 
164.03552 410.3027 477.6456 
164.043904 410.2483 477.7555 
164.0522496 410.3346 477.7308 
164.0609792 410.4655 477.7072 
164.0688768 410.5289 477.6381 
164.0771584 410.6902 477.5458 
164.0855424 410.7413 477.453 
164.093952 410.7102 477.3154 
164.1021568 410.7083 477.0353 
164.110528 410.6337 476.7757 
164.1189888 410.6285 476.5509 
164.1271552 410.7889 476.2828 
164.1390848 410.7516 475.8839 
164.1445632 410.6913 475.5489 
164.1528064 410.7568 475.2673 
164.1605248 410.7389 474.9487 
164.1688576 410.765 474.693 
164.1771648 410.8219 474.2668 
164.1855104 410.7966 473.8526 
164.1937792 410.8856 473.7961 
164.2020992 410.8421 473.4981 
164.2104448 410.8595 473.3022 
164.219008 410.924 473.1843 
164.2270976 411.0192 472.8993 
164.2358016 410.9302 472.8971 
164.2438016 410.8986 472.8551 
164.2521216 410.9626 472.9283 
164.2603904 410.9052 472.8478 
164.2687872 410.9492 472.7883 
164.2773888 411.0375 472.8732 
164.2854528 410.9783 472.8949 
164.2937856 410.9898 472.9424 
164.3021696 411.0012 472.8534 
164.3104128 411.0175 472.8949 
164.31872 410.9957 472.9343 
164.3275264 411.018 472.9043 
164.3354112 410.9761 472.8996 
164.3440768 410.9819 472.8776 
164.3520512 410.9212 472.8509 
164.3604096 410.9443 472.8336 
164.3687296 410.9952 472.8682 
164.377024 410.953 472.8957 
164.3853824 410.9746 472.8877 
164.3942144 410.9088 472.8623 
164.4020736 410.9321 472.9236 
164.4104064 410.9474 472.9462 
164.4187136 410.9618 472.7764 
164.427072 410.9969 472.8269 
164.4353664 410.9312 472.9092 
164.4438016 410.9819 472.8696 
164.4519936 410.9543 472.797 
164.4603392 410.9687 472.874 
164.4688384 410.9861 472.9138 
164.4774016 410.9866 472.8968 
164.4853248 411.0012 472.8379 
164.4936832 410.9638 472.9572 
164.5019904 410.9806 472.8239 
164.5103104 410.9681 472.8773 
164.51872 410.9976 472.7981 
164.526976 410.9903 472.846 
164.535744 410.9778 472.8096 
164.54368 411.0132 472.8121 
164.5520256 410.9934 472.8235 
164.5602688 410.9644 472.8089 
164.5685888 410.9547 472.8496 
164.5769216 410.9711 472.8704 
164.5853184 411.0036 472.8141 
164.5936512 410.9844 472.8528 
164.60192 411.0036 472.8827 
164.6102528 410.9994 472.7573 
164.618624 410.9526 472.966 
164.6271104 410.873 472.7674 
164.6352256 410.7974 472.9067 
164.644032 410.7511 473.2166 
164.6519168 410.7239 473.5808 
164.6602752 410.7104 473.5772 
164.6685952 410.8116 473.6381 
164.6768768 410.7427 473.9563 
164.6852352 410.7516 474.191 
164.6935296 410.3956 474.0635 
164.7018752 410.1342 474.1742 
164.7102592 409.8947 474.0188 
164.7185408 409.4515 473.701 
164.726848 409.0399 473.7266 
164.735616 408.6723 473.5258 
164.7435776 408.1524 473.2602 
164.7518464 407.6972 473.0777 
164.7601536 407.235 472.7273 
164.7687296 406.6135 472.3105 
164.776832 406.4516 472.2108 
164.7852288 406.0229 471.8219 
164.793536 405.6067 471.4948 
164.8018304 405.417 471.4023 
164.8101632 405.1149 471.0355 
164.8184832 404.9768 470.8062 
164.8268416 404.7138 470.5277 
164.8351616 404.3381 470.219 
164.843648 403.9131 470.0465 
164.8517888 403.9327 469.9832 
164.8601984 403.8686 469.8735 
164.8688512 403.8604 469.8714 
164.8768128 403.8279 469.9004 
164.88512 403.746 469.8297 
164.8935296 403.726 469.801 
164.9017728 403.7438 469.8348 
164.9101568 403.7349 469.8397 
164.9189504 403.6691 469.7902 
164.926784 403.6606 469.8333 
164.935488 403.6389 469.8678 
164.943424 403.6145 469.8588 
164.951744 403.6982 469.8903 
164.9601152 403.704 469.8487 
164.9684608 403.7341 469.8592 
164.9767424 403.6104 469.8699 
164.9855744 403.6593 469.7237 
164.9938176 403.6087 469.7529 
165.0017152 403.8156 469.8921 
165.0129152 403.7363 469.8633 
165.0184704 403.6539 469.7303 
165.0267648 403.6934 469.7802 
165.035072 403.6346 469.723 
165.04352 403.568 469.7016 
165.0516992 403.7776 469.9976 
165.06048 403.7338 469.8494 
165.0683776 403.6606 469.6624 
165.0766848 403.7437 469.7647 
165.0850688 403.6444 469.6833 
165.0934912 403.7846 469.8167 
165.1016704 403.6824 469.763 
165.110016 403.6909 469.6939 
165.118528 403.7382 469.9012 
165.126656 403.7547 469.8167 
165.1387648 403.7077 469.7663 
165.1433216 403.78 469.8234 
165.1517184 403.6789 469.7346 
165.1600256 403.71 469.7198 
165.1684608 403.6538 469.6318 
165.1766656 403.6995 469.708 
165.185024 403.6814 469.7133 
165.1933056 403.7889 469.7719 
165.2073472 403.6759 469.7034 
165.21056 403.6501 469.682 
165.2182912 403.7156 469.6758 
165.226624 403.7144 469.636 
165.2350208 403.7574 469.8024 
165.2433152 403.769 469.6904 
165.2516096 403.7591 469.7591 
165.2599296 403.6855 469.6588 
165.2708096 403.758 469.6842 
165.276608 403.7219 469.6855 
165.2849664 403.7204 469.6824 
165.2932992 403.7485 469.8139 
165.3016448 403.8146 469.8428 
165.3099264 404.0012 469.8857 
165.3182336 404.1883 469.9846 
165.3265664 404.1984 470.0166 
165.3353984 404.2407 469.9726 
165.343616 404.294 469.9994 
165.351552 404.425 470.0936 
165.3599232 404.5025 470.1834 
165.368256 404.5881 470.1806 
165.3766912 404.5901 470.1346 
165.3848704 404.5686 470.149 
165.3933056 404.5572 470.1505 
165.4016768 404.6427 470.0835 
165.4098688 404.757 470.0829 
165.41824 404.8249 469.8643 
165.4268416 404.7951 469.7845 
165.4348544 404.8168 469.6254 
165.4435072 404.803 469.4299 
165.45152 404.6897 469.1984 
165.459904 404.715 469.0434 
165.4682112 404.7852 469.0018 
165.4769536 404.6593 468.9475 
165.4848896 404.6012 468.8673 
165.4931968 404.811 468.9424 
165.5014784 404.8534 469.0157 
165.5099648 404.8741 469.0251 
165.5182464 404.9181 468.9503 
165.5264768 404.8794 468.9579 
165.5350016 404.9481 469.0913 
165.5431808 404.9041 469.048 
165.5514624 404.9702 469.0483 
165.5599232 404.9721 469.0714 
165.5681536 404.9937 469.1245 
165.5764608 404.9838 469.0087 
165.5849472 404.8831 469.0112 
165.5931648 404.9868 469.0663 
165.6065536 404.9209 469.0044 
165.6099712 404.9441 469.0435 
165.6181504 404.8856 468.9406 
165.6264192 404.9259 469.01 
165.6348928 404.9054 468.9208 
165.6432384 404.9054 468.9171 
165.6514816 404.9316 468.9747 
165.6601344 404.9348 468.9783 
165.6681216 404.9427 468.9156 
165.6764288 404.9639 468.9539 
165.6847616 404.8899 468.8911 
165.6930688 404.8868 468.8726 
165.7013888 404.8925 468.8302 
165.7102208 404.8516 468.9413 
165.7184896 404.9046 468.918 
165.7264 404.8849 468.8076 
165.7347584 404.9666 468.8782 
165.7430784 404.8925 468.8302 
165.7513856 404.9239 468.8206 
165.7596928 404.8602 468.839 
165.7680768 404.8985 468.8008 
165.7763456 404.8256 468.8373 
165.785088 404.9187 468.8543 
165.7930624 404.8895 468.8275 
165.8013568 404.7948 468.6754 
165.8097024 404.9384 468.8749 
165.8180352 404.8402 468.8209 
165.8263424 404.942 468.8764 
165.8347008 404.8411 468.7623 
165.8431872 404.8647 468.718 
165.8513408 404.9046 468.819 
165.8597376 404.8741 468.8118 
165.8683264 404.8891 468.7881 
165.8763136 404.9138 468.7285 
165.884672 404.9159 468.8035 
165.8930048 404.9168 468.92 
165.901376 404.8575 468.7658 
165.9096704 404.9286 468.7218 
165.9184512 404.8714 468.779 
165.9262848 404.9063 468.8349 
165.9350016 404.9226 468.7828 
165.9429888 404.9114 468.8383 
165.951296 404.8528 468.7576 
165.9596416 404.8786 468.605 
165.968 404.8296 468.7462 
165.9762816 404.8752 468.8015 
165.9850752 404.9185 468.8315 
165.9933312 404.8778 468.7943 
166.0012544 404.8673 468.6704 
166.0095872 404.9294 468.8098 
166.01792 404.8853 468.7914 
166.0263168 404.9532 468.8502 
166.0346368 404.8473 468.7483 
166.0429312 404.8835 468.8491 
166.051264 404.8452 468.6959 
166.059584 404.8743 468.8324 
166.0678784 404.8497 468.5927 
166.0763008 404.8155 468.7061 
166.0849536 404.8471 468.6685 
166.092928 404.8252 468.6523 
166.1012096 404.9117 468.7444 
166.1096448 404.8687 468.6469 
166.1179392 404.9145 468.7231 
166.126208 404.9437 468.7928 
166.1349888 404.8943 468.8392 
166.1430784 404.8117 468.6148 
166.1512192 404.8676 468.7168 
166.159552 404.8683 468.649 
166.1682816 404.8519 468.7001 
166.176192 404.9335 468.6866 
166.1844992 404.9038 468.7474 
166.19296 404.8737 468.6866 
166.2051712 404.8523 468.5872 
166.209536 404.8918 468.6567 
166.2178176 404.8742 468.6933 
166.226176 404.932 468.7557 
166.2345728 404.9479 468.7841 
166.2428672 404.8885 468.595 
166.251136 404.8602 468.6833 
166.2594432 404.8714 468.7154 
166.2700416 404.8441 468.6852 
166.2761344 404.8642 468.6501 
166.2844928 404.7686 468.556 
166.2928 404.8658 468.7097 
166.301184 404.949 468.7815 
166.309504 404.8991 468.69 
166.3177984 404.8448 468.6766 
166.3261824 404.9077 468.6301 
166.3344896 404.8801 468.8217 
166.345856 404.8766 468.7078 
166.3517312 404.9179 468.6704 
166.3594368 404.8587 468.5616 
166.367808 404.8812 468.6329 
166.376064 404.8849 468.5698 
166.3844736 404.9561 468.7839 
166.3927808 404.9145 468.6873 
166.4011136 404.9066 468.7875 
166.4093824 404.9029 468.7291 
166.4177664 404.9677 468.7623 
166.4262656 404.8731 468.6716 
166.4344192 404.9478 468.75 
166.4431104 404.9021 468.606 
166.4511104 404.944 468.7127 
166.4594176 404.8733 468.7023 
166.4677504 404.9011 468.7108 
166.4764544 404.9022 468.7427 
166.4844032 404.8076 468.5038 
166.492736 404.8479 468.6964 
166.5010048 404.8486 468.6735 
166.5093504 404.8766 468.6833 
166.5177216 404.8844 468.7335 
166.5260544 404.9108 468.6933 
166.5348608 404.8881 468.6555 
166.5427072 404.8769 468.6964 
166.5510144 404.8848 468.6439 
166.5593344 404.8914 468.6352 
166.5676288 404.8182 468.5958 
166.5759872 404.8848 468.6439 
166.5843456 404.9079 468.65 
166.5926912 404.9117 468.5989 
166.60096 404.9159 468.7001 
166.6094464 404.9174 468.6673 
166.617664 404.8275 468.6648 
166.6262144 404.8591 468.731 
166.6342656 404.8779 468.6212 
166.6430208 404.8778 468.6748 
166.6509952 404.9043 468.7661 
166.659328 404.8383 468.7076 
166.6676608 404.825 468.611 
166.6759168 404.8885 468.6217 
166.6843264 404.8926 468.6629 
166.6925696 404.9502 468.696 
166.7009024 404.8109 468.6217 
166.7092864 404.8491 468.5387 
166.7176832 404.9569 468.7899 
166.7259136 404.8158 468.609 
166.7346432 404.8523 468.6431 
166.7426432 404.8066 468.5286 
166.7508864 404.8258 468.5506 
166.759232 404.8333 468.5815 
166.7676672 404.7809 468.5424 
166.7759104 404.7228 468.5412 
166.7842432 405.1445 468.8612 
166.7926784 405.3428 468.9451 
166.8008704 405.4862 468.9484 
166.8110336 405.4883 468.886 
166.8180096 405.7214 468.7883 
166.8259072 406.2082 468.5939 
166.8342144 406.3385 468.486 
166.8426368 406.3602 468.3438 
166.8508672 406.3754 467.7757 
166.8592256 406.5922 467.2589 
166.8675712 407.0815 466.5227 
166.8758528 407.2677 465.6185 
166.8841856 407.4696 465.0566 
166.892544 407.7159 464.2283 
166.9010432 408.073 463.4714 
166.9091456 408.3791 462.7581 
166.9178496 408.4501 462.0846 
166.9258624 408.6308 461.6381 
166.934144 409.011 460.5368 
166.942464 409.3118 459.9503 
166.9508096 409.3072 459.3388 
166.9591296 409.4055 459.0597 
166.9675776 409.3908 458.8985 
166.9757824 409.3198 458.5641 
166.9841792 409.2697 458.4389 
166.9924864 409.2594 458.4707 
167.000768 409.2769 458.3996 
167.0142464 409.2268 458.3863 
167.0177792 409.3097 458.2127 
167.0258304 409.2896 458.4227 
167.0341376 409.2786 458.3967 
167.0425856 409.228 458.404 
167.0507648 409.2552 458.4668 
167.0591616 409.2548 458.2832 
167.0674048 409.1082 458.248 
167.0779392 408.7981 458.2156 
167.0845056 408.5441 457.9735 
167.0924544 408.3244 457.9981 
167.1007488 408.0887 458.1434 
167.1091072 407.9137 458.0099 
167.117568 407.5962 457.9321 
167.1257088 407.2723 457.5893 
167.1340928 407.0032 457.5475 
167.142528 406.8544 457.513 
167.1510784 406.5162 457.3193 
167.15904 406.154 457.0748 
167.1673856 405.9337 456.8364 
167.17568 405.8394 456.9756 
167.1841536 405.4375 456.817 
167.1923456 405.0852 456.6934 
167.2006912 404.3595 456.2592 
167.2090112 403.7094 455.9517 
167.2173952 403.2007 455.4496 
167.22592 402.5962 454.8788 
167.2340736 402.1265 454.4118 
167.242688 401.3983 454.0153 
167.250688 400.7192 453.9577 
167.2589824 399.7303 453.442 
167.2673536 398.9796 453.2991 
167.275648 397.9914 453.0208 
167.2840064 397.1445 453.2337 
167.2952832 396.0155 453.0421 
167.3006464 395.0157 452.8336 
167.3090048 393.6599 452.3352 
167.317312 392.7222 451.9772 
167.325632 391.5362 451.7341 
167.334016 390.5518 451.1225 
167.3423744 389.7859 450.6792 
167.3506048 389.0178 450.3474 
167.35936 388.2218 450.0366 
167.3673088 387.3999 449.6082 
167.3756288 386.3804 449.0966 
167.3839104 385.4096 448.6341 
167.3923328 384.4897 447.8138 
167.4006144 383.7729 447.2449 
167.4089088 383.2241 446.5336 
167.4172928 382.506 445.6354 
167.4258432 381.6925 444.5521 
167.4339328 380.599 443.5069 
167.4425984 379.5742 442.4799 
167.4505472 378.7514 441.696 
167.459264 377.9931 441.1192 
167.467328 376.5094 439.8748 
167.4755456 375.2561 438.8813 
167.4839168 374.2662 437.8173 
167.4922752 373.1461 436.8596 
167.5005312 372.0968 435.9058 
167.5092992 371.2436 434.9788 
167.5172992 370.261 433.8938 
167.5255552 369.3042 432.6084 
167.5339008 368.2849 430.917 
167.5425664 367.285 429.6729 
167.5505664 366.4153 428.8449 
167.5588736 365.1841 427.7065 
167.5671552 364.1648 426.556 
167.5755264 362.8227 425.3777 
167.583872 361.717 424.0366 
167.5923072 361.1753 423.2237 
167.600576 360.0939 421.6634 
167.6092032 359.0257 420.2428 
167.6171904 358.4127 418.8589 
167.625472 357.4741 417.0498 
167.633792 356.7423 415.8442 
167.6422912 356.0869 414.8126 
167.650496 355.374 413.27 
167.6592512 354.412 411.4927 
167.6671744 353.9094 410.2401 
167.675456 353.6098 408.6183 
167.68384 353.4481 406.8579 
167.6921344 353.4035 404.9609 
167.7004416 353.697 403.5823 
167.7088256 354.2041 402.0789 
167.7172096 355.3815 400.461 
167.7254272 356.3393 398.4387 
167.7366528 357.6285 396.4602 
167.7421184 358.6732 395.2351 
167.7504 359.6503 393.9333 
167.7587328 360.9735 392.5695 
167.7671168 362.2539 390.9941 
167.7754368 363.7801 389.072 
167.783744 364.9455 387.7372 
167.7921152 365.599 386.7184 
167.8003712 366.5511 384.9225 
167.8087168 367.5854 383.5661 
167.8170496 368.4223 382.1798 
167.8253824 369.666 380.8098 
167.8337792 371.0758 379.088 
167.8422912 372.6112 377.3793 
167.8504192 373.8708 375.8764 
167.8587392 375.018 374.041 
167.8673536 376.3213 372.1483 
167.8753536 377.7782 369.8072 
167.8836992 378.6472 368.0992 
167.892032 379.6333 366.5089 
167.900352 380.8211 364.9234 
167.9086848 382.424 362.9922 
167.9174912 384.0257 360.7628 
167.9254144 385.6792 358.5784 
167.9337088 386.5849 357.029 
167.9419904 387.7153 355.1518 
167.9503488 389.0313 352.865 
167.95904 390.3108 350.708 
167.96704 391.7788 348.8659 
167.9753472 393.3249 347.3792 
167.9836928 395.2228 345.978 
167.9920384 397.2076 344.2101 
168.0002944 398.9147 342.6244 
168.0136576 400.0565 341.3057 
168.017024 401.7642 339.0484 
168.0253184 403.3092 337.257 
168.0336512 404.8902 335.9589 
168.0421504 406.3038 334.5242 
168.0502656 408.0266 333.2186 
168.0590336 409.9521 331.2969 
